"2025-11-12 12:50:03",940
"2025-11-12 13:22:37",977
"2025-11-12 14:08:26",664
"2025-11-12 14:44:54",670
"2025-11-12 14:57:46",631
"2025-11-12 15:30:18",1137
"2025-11-12 15:49:26",761
"2025-11-12 16:11:28",656
"2025-11-12 16:37:51",790
"2025-11-12 16:53:33",638
"2025-11-12 17:26:08",959
"2025-11-12 17:52:12",756
"2025-11-12 18:16:16",834
"2025-11-12 18:37:32",712
"2025-11-12 18:49:47",986
"2025-11-12 19:15:47",706
"2025-11-12 19:43:40",936
"2025-11-12 19:56:53",665
"2025-11-12 20:22:59",586
"2025-11-12 20:37:34",886
"2025-11-12 20:49:35",937
"2025-11-12 21:11:39",860
"2025-11-12 21:35:21",599
"2025-11-12 21:48:01",893
"2025-11-12 21:59:54",714
"2025-11-12 22:26:53",960
"2025-11-12 22:41:12",850
"2025-11-12 22:52:54",755
"2025-11-12 23:17:10",1107
"2025-11-12 23:34:41",973
"2025-11-12 23:46:22",861
"2025-11-12 23:58:17",639
"2025-11-13 00:25:52",776
"2025-11-13 00:41:04",723
"2025-11-13 00:53:10",1111
"2025-11-13 02:24:45",668
"2025-11-13 04:02:04",856
"2025-11-13 04:52:05",1008
"2025-11-13 05:21:14",931
"2025-11-13 05:44:37",1096
"2025-11-13 05:56:43",986
"2025-11-13 06:28:03",835
"2025-11-13 06:45:35",860
"2025-11-13 06:57:12",860
"2025-11-13 07:40:25",619
"2025-11-13 07:57:42",597
"2025-11-13 08:26:48",887
"2025-11-13 08:41:59",697
"2025-11-13 08:54:07",749
"2025-11-13 09:28:10",581
"2025-11-13 09:52:11",688
"2025-11-13 10:18:23",806
"2025-11-13 10:39:06",599
"2025-11-13 10:51:45",782
"2025-11-13 11:17:13",857
"2025-11-13 11:43:24",667
"2025-11-13 11:56:06",1120
"2025-11-13 12:23:00",610
"2025-11-13 12:38:41",0
"2025-11-13 12:50:15",645
"2025-11-13 13:24:32",905
"2025-11-13 14:08:46",569
"2025-11-13 14:44:58",794
"2025-11-13 14:58:13",680
"2025-11-13 15:27:27",755
"2025-11-13 15:44:00",571
"2025-11-13 16:27:03",791
"2025-11-13 16:43:59",1065
"2025-11-13 16:56:16",851
"2025-11-13 17:31:21",759
"2025-11-13 17:53:03",1008
"2025-11-13 18:17:53",715
"2025-11-13 18:38:50",976
"2025-11-13 18:51:22",636
"2025-11-13 19:20:33",602
"2025-11-13 19:47:38",803
"2025-11-13 19:59:19",672
"2025-11-13 20:22:49",731
"2025-11-13 20:36:07",846
"2025-11-13 20:48:18",570
"2025-11-13 21:00:27",681
"2025-11-13 21:31:47",1107
"2025-11-13 21:47:57",613
"2025-11-13 22:00:11",797
"2025-11-13 22:25:21",570
"2025-11-13 22:38:16",1107
"2025-11-13 22:50:23",942
"2025-11-13 23:12:08",750
"2025-11-13 23:35:23",988
"2025-11-13 23:47:03",863
"2025-11-13 23:58:47",763
"2025-11-14 00:25:57",875
"2025-11-14 00:41:06",579
"2025-11-14 00:53:09",997
"2025-11-14 02:24:07",1079
"2025-11-14 03:57:41",1098
"2025-11-14 04:49:24",618
"2025-11-14 05:13:51",1105
"2025-11-14 05:40:27",824
"2025-11-14 05:52:57",684
